collection,judge,budget_full_eq,eps,method,act,wrong,var_est
cast19,inv,120,0.02,uniform,0.17333333333333334,0.0,0.04838474337748598
cast19,inv,120,0.02,weighted,0.51,0.0,0.014476989301665352
cast19,inv,120,0.02,active_judge,0.4266666666666667,0.0,0.019100489498778128
cast19,inv,120,0.02,strat_pilot,0.48333333333333334,0.0,0.014450025443761642
cast19,inv,120,0.02,weighted_cv,0.4633333333333333,0.0,0.01487720415380681
cast19,inv,120,0.02,active_cv,0.37,0.0,0.020228898786466505
cast19,inv,150,0.02,uniform,0.23,0.0,0.03644022334684672
cast19,inv,150,0.02,weighted,0.53,0.0,0.01311656897139091
cast19,inv,150,0.02,active_judge,0.49666666666666665,0.0,0.014355965349828175
cast19,inv,150,0.02,strat_pilot,0.5466666666666666,0.0,0.013101795732931854
cast19,inv,150,0.02,weighted_cv,0.53,0.0,0.013202418923515985
cast19,inv,150,0.02,active_cv,0.51,0.0,0.014693092644846016
